rotary~ 22/782-9329        ~0000002040~1 ~016~L~                    ~Y~N~Y~A ~002435~01/01/92~ ~00
rotary~919/549-9818        ~0000002613~1 ~024~ ~VWR SCIENTIFIC      ~N~N~ ~A ~000000~02/17/87~ ~00
rotary~919/758-0102        ~0000007241~1 ~031~L~GREENVILLE 2400     ~Y~Y~Y~UG~108615~10/13/92~1~01
rotary~919/760-9573        ~0000003720~1 ~001~ ~PIPER AIRCRAFT      ~N~N~N~C ~108396~10/15/92~1~01
rotary~919/765-0500        ~0000006170~1 ~010~H~WINSTON-SALEM T     ~1~N~Y~A ~074384~01/01/92~3~01
rotary~919/765-1221        ~0000011161~1 ~077~M~WINSTN-SALM2400     ~Y~Y~Y~A ~063072~01/01/92~1~01
rotary~919/765-1221        ~0000003720~1 ~077~M~WINSTN-SALM2400     ~Y~Y~Y~A ~063072~01/01/92~1~01
rotary~919/765-3669        ~0000003720~1 ~001~ ~PIPER AIRCRAFT      ~N~N~N~C ~108396~10/16/92~1~01
rotary~919/768-8043        ~0000003720~1 ~001~ ~PIPER AIRCRAFT      ~N~N~N~C ~108396~10/15/92~1~01
rotary~919/829-0536        ~0000003624~1 ~033~L~RALEIGH 2400        ~Y~Y~Y~A ~000000~04/16/84~1~01
rotary~919/883-6121        ~0000007242~1 ~016~L~HIGH POINT 2400     ~Y~Y~Y~C ~106793~09/11/92~1~01
rotary~919/937-4352        ~0000005264~1 ~001~ ~QUOTRON             ~N~N~Y~C ~104733~08/19/92~1~01
rotary~919/937-4828        ~0000005264~1 ~024~L~ROCKYMOUNT 2400     ~Y~N~Y~UG~108651~10/14/92~1~01
Y6.
ï
